"subject";"KatCode";"Cond";"Nr";"Item";"Semantische.Kategorie";"uebergeordnete.Kategorie";"OberkatCode";"Dateiname";"DG";"g_ng";"Session";"ordinaAll";"g_ng_count";"RT";"errorcode";"filler_used";"g_ng_count_cent";"pos_in_cat";"g_ng_count_1_5";"alt_g_ng";"alt_g_ng_cent";"DG_cent";"valid";"ItemID"
"13";"22";"SN";6;"Zuckerwatte";"Suessigkeiten";"Lebensmittel";3;"zuckerwatte";"1";"g1";7;108;64;1174;0;"";1;8;4;4;1,49794973544974;-1,5;313;"2206"
"13";"22";"SN";2;"Eis";"Suessigkeiten";"Lebensmittel";3;"eis";"1";"g1";7;110;65;741;0;"";2;10;5;5;2,49794973544974;-1,5;313;"2202"
"13";"37";"JN";8;"Hockey";"Sportarten";"MiscI";7;"hockey";"1";"g1";7;110;65;1044;0;"";2;10;5;5;2,49794973544974;-1,5;313;"3708"
"13";"39";"JN";2;"Hochhaus";"Gebaeude";"MiscII";8;"hochhaus";"1";"g1";7;101;61;1062;0;"";-2;1;1;0;-2,50205026455026;-1,5;313;"3902"
"13";"12";"SN";10;"Lama";"Huftiere";"Tiere";1;"lama";"1";"g1";7;101;61;563;0;"";-2;1;1;0;-2,50205026455026;-1,5;313;"1210"
"13";"12";"SN";2;"Reh";"Huftiere";"Tiere";1;"reh";"1";"g1";7;102;62;1009;0;"";-1;2;2;0;-2,50205026455026;-1,5;313;"1202"
"13";"12";"SN";9;"Elch";"Huftiere";"Tiere";1;"elch";"1";"g1";7;103;63;820;0;"";0;3;3;0;-2,50205026455026;-1,5;313;"1209"
"13";"39";"JN";1;"Kirche";"Gebaeude";"MiscII";8;"kirche";"1";"g1";7;104;63;788;0;"";0;4;3;1;-1,50205026455026;-1,5;313;"3901"
"13";"39";"JN";5;"Garage";"Gebaeude";"MiscII";8;"garage";"1";"g1";7;106;64;1417;0;"";1;6;4;2;-0,502050264550264;-1,5;313;"3905"
"13";"39";"JN";4;"Leuchtturm";"Gebaeude";"MiscII";8;"leuchtturm";"1";"g1";7;110;65;854;0;"";2;10;5;5;2,49794973544974;-1,5;313;"3904"
"13";"12";"SN";7;"Kuh";"Huftiere";"Tiere";1;"kuh";"1";"g1";7;110;65;761;0;"";2;10;5;5;2,49794973544974;-1,5;313;"1207"
"13";"36";"JN";9;"Bauch";"Koerperteile";"MiscI";7;"bauch";"1";"g1";7;101;61;727;0;"";-2;1;1;0;-2,50205026455026;-1,5;313;"3609"
"13";"19";"SN";3;"Kirsche";"Obst";"Lebensmittel";3;"kirsche";"1";"g1";7;101;61;612;0;"";-2;1;1;0;-2,50205026455026;-1,5;313;"1903"
"13";"19";"SN";10;"Wassermelone";"Obst";"Lebensmittel";3;"wassermelone";"1";"g1";7;102;62;737;0;"";-1;2;2;0;-2,50205026455026;-1,5;313;"1910"
"13";"36";"JN";3;"Fuss";"Koerperteile";"MiscI";7;"fuss";"1";"g1";7;102;62;722;0;"";-1;2;2;0;-2,50205026455026;-1,5;313;"3603"
"13";"19";"SN";6;"Erdbeere";"Obst";"Lebensmittel";3;"erdbeere";"1";"g1";7;110;65;813;0;"";2;10;5;5;2,49794973544974;-1,5;313;"1906"
"13";"36";"JN";2;"Arm";"Koerperteile";"MiscI";7;"arm";"1";"g1";7;109;64;913;0;"";1;9;4;5;2,49794973544974;-1,5;313;"3602"
"13";"36";"JN";4;"Ohr";"Koerperteile";"MiscI";7;"ohr";"1";"g1";7;110;65;644;0;"";2;10;5;5;2,49794973544974;-1,5;313;"3604"
"13";"43";"JN";3;"Glas";"Trinkgefaesse";"MiscII";8;"glas";"1";"g1";7;103;62;1100;0;"";-1;3;2;1;-1,50205026455026;-1,5;313;"4303"
"13";"43";"JN";10;"Trinkschlauch";"Trinkgefaesse";"MiscII";8;"trinkschlauch";"1";"g1";7;104;63;1091;0;"";0;4;3;1;-1,50205026455026;-1,5;313;"4310"
"13";"46";"SN";3;"Pelzmantel";"Jacken";"Kleidung";2;"pelzmantel";"1";"g1";7;108;64;1160;0;"";1;8;4;4;1,49794973544974;-1,5;313;"4603"
"13";"43";"JN";2;"Tasse";"Trinkgefaesse";"MiscII";8;"tasse";"1";"g1";7;110;65;1189;0;"";2;10;5;5;2,49794973544974;-1,5;313;"4302"
"13";"20";"JN";3;"Bier";"Getraenke";"Lebensmittel";3;"bier";"1";"g1";7;101;61;832;0;"";-2;1;1;0;-2,50205026455026;-1,5;313;"2003"
"13";"35";"SN";3;"Klavier";"Instrumente";"MiscI";7;"klavier";"1";"g1";7;101;61;793;0;"";-2;1;1;0;-2,50205026455026;-1,5;313;"3503"
"13";"20";"JN";8;"Sprudelwasser";"Getraenke";"Lebensmittel";3;"sprudelwasser";"1";"g1";7;105;62;871;0;"";-1;5;2;3;0,497949735449736;-1,5;313;"2008"
"13";"20";"JN";10;"HeisseSchokolade";"Getraenke";"Lebensmittel";3;"heisseschokolade";"1";"g1";7;108;63;1390;0;"";0;8;3;5;2,49794973544974;-1,5;313;"2010"
"13";"20";"JN";9;"Orangensaft";"Getraenke";"Lebensmittel";3;"orangensaft";"1";"g1";7;109;64;1060;0;"";1;9;4;5;2,49794973544974;-1,5;313;"2009"
"13";"20";"JN";2;"Milch";"Getraenke";"Lebensmittel";3;"milch";"1";"g1";7;110;65;827;0;"";2;10;5;5;2,49794973544974;-1,5;313;"2002"
"13";"35";"SN";1;"Geige";"Instrumente";"MiscI";7;"geige";"1";"g1";7;109;64;1300;0;"";1;9;4;5;2,49794973544974;-1,5;313;"3501"
"13";"23";"JN";3;"Nudelholz";"Werkzeug_Kueche";"Werkzeug";4;"nudelholz";"1";"g1";7;101;61;765;0;"";-2;1;1;0;-2,50205026455026;-1,5;313;"2303"
"13";"17";"SN";3;"Turnschuh";"Schuhe";"Kleidung";2;"turnschuh";"1";"g1";7;106;63;1084;0;"";0;6;3;3;0,497949735449736;-1,5;313;"1703"
"13";"23";"JN";7;"Loeffel";"Werkzeug_Kueche";"Werkzeug";4;"loeffel";"1";"g1";7;106;63;955;0;"";0;6;3;3;0,497949735449736;-1,5;313;"2307"
"13";"23";"JN";6;"Gabel";"Werkzeug_Kueche";"Werkzeug";4;"gabel";"1";"g1";7;108;64;837;0;"";1;8;4;4;1,49794973544974;-1,5;313;"2306"
"13";"17";"SN";10;"Flip-Flop";"Schuhe";"Kleidung";2;"flip-flop";"1";"g1";7;109;64;1298;0;"";1;9;4;5;2,49794973544974;-1,5;313;"1710"
"13";"23";"JN";8;"Flaschenoeffner";"Werkzeug_Kueche";"Werkzeug";4;"flaschenoeffner";"1";"g1";7;110;65;945;0;"";2;10;5;5;2,49794973544974;-1,5;313;"2308"
"13";"21";"JN";9;"Brokkoli";"Gemuese";"Lebensmittel";3;"brokkoli";"1";"g1";7;101;61;1108;0;"";-2;1;1;0;-2,50205026455026;-1,5;313;"2109"
"13";"21";"JN";10;"Blumenkohl";"Gemuese";"Lebensmittel";3;"blumenkohl";"1";"g1";7;105;62;1043;0;"";-1;5;2;3;0,497949735449736;-1,5;313;"2110"
"13";"21";"JN";6;"Tomate";"Gemuese";"Lebensmittel";3;"tomate";"1";"g1";7;106;63;875;0;"";0;6;3;3;0,497949735449736;-1,5;313;"2106"
"13";"33";"SN";6;"Safe";"Aufbewahrung";"Moebel";6;"safe";"1";"g1";7;110;65;1120;0;"";2;10;5;5;2,49794973544974;-1,5;313;"3306"
"13";"21";"JN";2;"Kartoffel";"Gemuese";"Lebensmittel";3;"kartoffel";"1";"g1";7;110;65;1157;0;"";2;10;5;5;2,49794973544974;-1,5;313;"2102"
"13";"11";"SN";2;"Kolibri";"Voegel";"Tiere";1;"kolibri";"1";"g1";7;101;61;836;0;"";-2;1;1;0;-2,50205026455026;-1,5;313;"1102"
"13";"26";"JN";7;"Sicherheitsnadel";"Schneiderei";"Werkzeug";4;"sicherheitsnadel";"1";"g1";7;104;62;1837;0;"";-1;4;2;2;-0,502050264550264;-1,5;313;"2607"
"13";"11";"SN";1;"Adler";"Voegel";"Tiere";1;"adler";"1";"g1";7;104;62;1192;0;"";-1;4;2;2;-0,502050264550264;-1,5;313;"1101"
"13";"26";"JN";4;"Naehmaschine";"Schneiderei";"Werkzeug";4;"naehmaschine";"1";"g1";7;106;64;1585;0;"";1;6;4;2;-0,502050264550264;-1,5;313;"2604"
"13";"11";"SN";10;"Pinguin";"Voegel";"Tiere";1;"pinguin";"1";"g1";7;106;63;801;0;"";0;6;3;3;0,497949735449736;-1,5;313;"1110"
"13";"11";"SN";3;"Papagei";"Voegel";"Tiere";1;"papagei";"1";"g1";7;108;64;798;0;"";1;8;4;4;1,49794973544974;-1,5;313;"1103"
"13";"11";"SN";8;"Ente";"Voegel";"Tiere";1;"ente";"1";"g1";7;110;65;1049;0;"";2;10;5;5;2,49794973544974;-1,5;313;"1108"
"13";"24";"SN";5;"Axt";"Bauernhof";"Werkzeug";4;"axt";"2";"g1";7;101;61;847;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"2405"
"13";"24";"SN";10;"Saege";"Bauernhof";"Werkzeug";4;"saege";"2";"g1";7;103;62;893;0;"";-1;3;2;1;-1,50205026455026;-0,5;313;"2410"
"13";"24";"SN";4;"Sense";"Bauernhof";"Werkzeug";4;"sense";"2";"g1";7;105;63;1234;0;"";0;5;3;2;-0,502050264550264;-0,5;313;"2404"
"13";"14";"JN";10;"Wal";"Fische";"Tiere";1;"wal";"2";"g1";7;107;63;1036;0;"";0;7;3;4;1,49794973544974;-0,5;313;"1410"
"13";"24";"SN";7;"Schubkarre";"Bauernhof";"Werkzeug";4;"schubkarre";"2";"g1";7;109;64;832;0;"";1;9;4;5;2,49794973544974;-0,5;313;"2407"
"13";"14";"JN";9;"Delfin";"Fische";"Tiere";1;"delfin";"2";"g1";7;109;64;1286;0;"";1;9;4;5;2,49794973544974;-0,5;313;"1409"
"13";"24";"SN";3;"Heugabel";"Bauernhof";"Werkzeug";4;"heugabel";"2";"g1";7;110;65;985;0;"";2;10;5;5;2,49794973544974;-0,5;313;"2403"
"13";"14";"JN";1;"Hai";"Fische";"Tiere";1;"hai";"2";"g1";7;110;65;1191;0;"";2;10;5;5;2,49794973544974;-0,5;313;"1401"
"13";"22";"SN";2;"Eis";"Suessigkeiten";"Lebensmittel";3;"eis";"2";"g1";7;101;61;988;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"2202"
"13";"37";"JN";4;"Boxen";"Sportarten";"MiscI";7;"boxen";"2";"g1";7;101;61;876;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"3704"
"13";"22";"SN";8;"Gummibaerchen";"Suessigkeiten";"Lebensmittel";3;"gummibaerchen";"2";"g1";7;103;62;738;0;"";-1;3;2;1;-1,50205026455026;-0,5;313;"2208"
"13";"37";"JN";6;"Radfahren";"Sportarten";"MiscI";7;"radfahren";"2";"g1";7;103;62;1002;0;"";-1;3;2;1;-1,50205026455026;-0,5;313;"3706"
"13";"22";"SN";7;"Schokolade";"Suessigkeiten";"Lebensmittel";3;"schokolade";"2";"g1";7;104;63;852;0;"";0;4;3;1;-1,50205026455026;-0,5;313;"2207"
"13";"37";"JN";10;"Volleyball";"Sportarten";"MiscI";7;"volleyball";"2";"g1";7;107;63;834;0;"";0;7;3;4;1,49794973544974;-0,5;313;"3710"
"13";"22";"SN";6;"Zuckerwatte";"Suessigkeiten";"Lebensmittel";3;"zuckerwatte";"2";"g1";7;108;64;853;0;"";1;8;4;4;1,49794973544974;-0,5;313;"2206"
"13";"37";"JN";9;"Golfen";"Sportarten";"MiscI";7;"golfen";"2";"g1";7;109;64;769;0;"";1;9;4;5;2,49794973544974;-0,5;313;"3709"
"13";"22";"SN";3;"Muffin";"Suessigkeiten";"Lebensmittel";3;"muffin";"2";"g1";7;110;65;755;0;"";2;10;5;5;2,49794973544974;-0,5;313;"2203"
"13";"37";"JN";8;"Hockey";"Sportarten";"MiscI";7;"hockey";"2";"g1";7;110;65;1104;0;"";2;10;5;5;2,49794973544974;-0,5;313;"3708"
"13";"39";"JN";1;"Kirche";"Gebaeude";"MiscII";8;"kirche";"2";"g1";7;101;61;926;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"3901"
"13";"12";"SN";2;"Reh";"Huftiere";"Tiere";1;"reh";"2";"g1";7;101;61;1028;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"1202"
"13";"39";"JN";4;"Leuchtturm";"Gebaeude";"MiscII";8;"leuchtturm";"2";"g1";7;104;62;838;0;"";-1;4;2;2;-0,502050264550264;-0,5;313;"3904"
"13";"12";"SN";1;"Kamel";"Huftiere";"Tiere";1;"kamel";"2";"g1";7;104;62;1115;0;"";-1;4;2;2;-0,502050264550264;-0,5;313;"1201"
"13";"12";"SN";10;"Lama";"Huftiere";"Tiere";1;"lama";"2";"g1";7;105;63;1101;0;"";0;5;3;2;-0,502050264550264;-0,5;313;"1210"
"13";"39";"JN";5;"Garage";"Gebaeude";"MiscII";8;"garage";"2";"g1";7;109;64;889;0;"";1;9;4;5;2,49794973544974;-0,5;313;"3905"
"13";"39";"JN";2;"Hochhaus";"Gebaeude";"MiscII";8;"hochhaus";"2";"g1";7;110;65;992;0;"";2;10;5;5;2,49794973544974;-0,5;313;"3902"
"13";"12";"SN";9;"Elch";"Huftiere";"Tiere";1;"elch";"2";"g1";7;109;64;825;0;"";1;9;4;5;2,49794973544974;-0,5;313;"1209"
"13";"12";"SN";7;"Kuh";"Huftiere";"Tiere";1;"kuh";"2";"g1";7;110;65;847;0;"";2;10;5;5;2,49794973544974;-0,5;313;"1207"
"13";"19";"SN";10;"Wassermelone";"Obst";"Lebensmittel";3;"wassermelone";"2";"g1";7;101;61;822;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"1910"
"13";"36";"JN";2;"Arm";"Koerperteile";"MiscI";7;"arm";"2";"g1";7;101;61;844;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"3602"
"13";"19";"SN";6;"Erdbeere";"Obst";"Lebensmittel";3;"erdbeere";"2";"g1";7;102;62;859;0;"";-1;2;2;0;-2,50205026455026;-0,5;313;"1906"
"13";"36";"JN";3;"Fuss";"Koerperteile";"MiscI";7;"fuss";"2";"g1";7;103;62;859;0;"";-1;3;2;1;-1,50205026455026;-0,5;313;"3603"
"13";"19";"SN";9;"Ananas";"Obst";"Lebensmittel";3;"ananas";"2";"g1";7;105;63;1606;0;"";0;5;3;2;-0,502050264550264;-0,5;313;"1909"
"13";"36";"JN";10;"Bein";"Koerperteile";"MiscI";7;"bein";"2";"g1";7;107;63;756;0;"";0;7;3;4;1,49794973544974;-0,5;313;"3610"
"13";"19";"SN";7;"Kiwi";"Obst";"Lebensmittel";3;"kiwi";"2";"g1";7;109;64;1283;0;"";1;9;4;5;2,49794973544974;-0,5;313;"1907"
"13";"36";"JN";4;"Ohr";"Koerperteile";"MiscI";7;"ohr";"2";"g1";7;109;64;772;0;"";1;9;4;5;2,49794973544974;-0,5;313;"3604"
"13";"19";"SN";3;"Kirsche";"Obst";"Lebensmittel";3;"kirsche";"2";"g1";7;110;65;712;0;"";2;10;5;5;2,49794973544974;-0,5;313;"1903"
"13";"36";"JN";9;"Bauch";"Koerperteile";"MiscI";7;"bauch";"2";"g1";7;110;65;732;0;"";2;10;5;5;2,49794973544974;-0,5;313;"3609"
"13";"43";"JN";10;"Trinkschlauch";"Trinkgefaesse";"MiscII";8;"trinkschlauch";"2";"g1";7;101;61;969;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"4310"
"13";"46";"SN";3;"Pelzmantel";"Jacken";"Kleidung";2;"pelzmantel";"2";"g1";7;103;62;867;0;"";-1;3;2;1;-1,50205026455026;-0,5;313;"4603"
"13";"43";"JN";3;"Glas";"Trinkgefaesse";"MiscII";8;"glas";"2";"g1";7;105;62;863;0;"";-1;5;2;3;0,497949735449736;-0,5;313;"4303"
"13";"46";"SN";2;"Regenjacke";"Jacken";"Kleidung";2;"regenjacke";"2";"g1";7;108;64;1179;0;"";1;8;4;4;1,49794973544974;-0,5;313;"4602"
"13";"43";"JN";5;"Flasche";"Trinkgefaesse";"MiscII";8;"flasche";"2";"g1";7;107;63;1634;0;"";0;7;3;4;1,49794973544974;-0,5;313;"4305"
"13";"43";"JN";2;"Tasse";"Trinkgefaesse";"MiscII";8;"tasse";"2";"g1";7;108;64;1197;0;"";1;8;4;4;1,49794973544974;-0,5;313;"4302"
"13";"46";"SN";8;"Trainingsjacke";"Jacken";"Kleidung";2;"trainingsjacke";"2";"g1";7;110;65;1397;0;"";2;10;5;5;2,49794973544974;-0,5;313;"4608"
"13";"35";"SN";4;"Blockfloete";"Instrumente";"MiscI";7;"blockfloete";"2";"g1";7;101;61;1012;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"3504"
"13";"20";"JN";3;"Bier";"Getraenke";"Lebensmittel";3;"bier";"2";"g1";7;101;61;1091;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"2003"
"13";"20";"JN";2;"Milch";"Getraenke";"Lebensmittel";3;"milch";"2";"g1";7;102;62;1033;0;"";-1;2;2;0;-2,50205026455026;-0,5;313;"2002"
"13";"35";"SN";6;"Akkordion";"Instrumente";"MiscI";7;"akkordion";"2";"g1";7;103;62;843;0;"";-1;3;2;1;-1,50205026455026;-0,5;313;"3506"
"13";"35";"SN";1;"Geige";"Instrumente";"MiscI";7;"geige";"2";"g1";7;107;63;982;0;"";0;7;3;4;1,49794973544974;-0,5;313;"3501"
"13";"20";"JN";9;"Orangensaft";"Getraenke";"Lebensmittel";3;"orangensaft";"2";"g1";7;108;64;935;0;"";1;8;4;4;1,49794973544974;-0,5;313;"2009"
"13";"35";"SN";3;"Klavier";"Instrumente";"MiscI";7;"klavier";"2";"g1";7;109;64;932;0;"";1;9;4;5;2,49794973544974;-0,5;313;"3503"
"13";"35";"SN";9;"Trommel";"Instrumente";"MiscI";7;"trommel";"2";"g1";7;110;65;1509;0;"";2;10;5;5;2,49794973544974;-0,5;313;"3509"
"13";"20";"JN";10;"HeisseSchokolade";"Getraenke";"Lebensmittel";3;"heisseschokolade";"2";"g1";7;110;65;1038;0;"";2;10;5;5;2,49794973544974;-0,5;313;"2010"
"13";"23";"JN";6;"Gabel";"Werkzeug_Kueche";"Werkzeug";4;"gabel";"2";"g1";7;101;61;966;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"2306"
"13";"17";"SN";1;"Gummistiefel";"Schuhe";"Kleidung";2;"gummistiefel";"2";"g1";7;101;61;1062;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"1701"
"13";"17";"SN";10;"Flip-Flop";"Schuhe";"Kleidung";2;"flip-flop";"2";"g1";7;102;62;1016;0;"";-1;2;2;0;-2,50205026455026;-0,5;313;"1710"
"13";"23";"JN";3;"Nudelholz";"Werkzeug_Kueche";"Werkzeug";4;"nudelholz";"2";"g1";7;103;62;749;0;"";-1;3;2;1;-1,50205026455026;-0,5;313;"2303"
"13";"17";"SN";6;"Pantoffel";"Schuhe";"Kleidung";2;"pantoffel";"2";"g1";7;104;63;1357;0;"";0;4;3;1;-1,50205026455026;-0,5;313;"1706"
"13";"23";"JN";1;"Schneebesen";"Werkzeug_Kueche";"Werkzeug";4;"schneebesen";"2";"g1";7;105;63;1013;0;"";0;5;3;2;-0,502050264550264;-0,5;313;"2301"
"13";"23";"JN";8;"Flaschenoeffner";"Werkzeug_Kueche";"Werkzeug";4;"flaschenoeffner";"2";"g1";7;107;64;970;0;"";1;7;4;3;0,497949735449736;-0,5;313;"2308"
"13";"17";"SN";3;"Turnschuh";"Schuhe";"Kleidung";2;"turnschuh";"2";"g1";7;108;64;943;0;"";1;8;4;4;1,49794973544974;-0,5;313;"1703"
"13";"23";"JN";7;"Loeffel";"Werkzeug_Kueche";"Werkzeug";4;"loeffel";"2";"g1";7;110;65;688;0;"";2;10;5;5;2,49794973544974;-0,5;313;"2307"
"13";"21";"JN";6;"Tomate";"Gemuese";"Lebensmittel";3;"tomate";"2";"g1";7;101;61;710;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"2106"
"13";"33";"SN";3;"Vitrine";"Aufbewahrung";"Moebel";6;"vitrine";"2";"g1";7;101;61;1062;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"3303"
"13";"33";"SN";1;"Regal";"Aufbewahrung";"Moebel";6;"regal";"2";"g1";7;103;62;1150;0;"";-1;3;2;1;-1,50205026455026;-0,5;313;"3301"
"13";"21";"JN";2;"Kartoffel";"Gemuese";"Lebensmittel";3;"kartoffel";"2";"g1";7;105;62;714;0;"";-1;5;2;3;0,497949735449736;-0,5;313;"2102"
"13";"33";"SN";10;"Schachtel";"Aufbewahrung";"Moebel";6;"schachtel";"2";"g1";7;105;63;1406;0;"";0;5;3;2;-0,502050264550264;-0,5;313;"3310"
"13";"21";"JN";10;"Blumenkohl";"Gemuese";"Lebensmittel";3;"blumenkohl";"2";"g1";7;108;63;1043;0;"";0;8;3;5;2,49794973544974;-0,5;313;"2110"
"13";"33";"SN";6;"Safe";"Aufbewahrung";"Moebel";6;"safe";"2";"g1";7;109;64;924;0;"";1;9;4;5;2,49794973544974;-0,5;313;"3306"
"13";"21";"JN";9;"Brokkoli";"Gemuese";"Lebensmittel";3;"brokkoli";"2";"g1";7;109;64;1113;0;"";1;9;4;5;2,49794973544974;-0,5;313;"2109"
"13";"21";"JN";3;"Spargel";"Gemuese";"Lebensmittel";3;"spargel";"2";"g1";7;110;65;1229;0;"";2;10;5;5;2,49794973544974;-0,5;313;"2103"
"13";"26";"JN";2;"Nadelkissen";"Schneiderei";"Werkzeug";4;"nadelkissen";"2";"g1";7;101;61;1470;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"2602"
"13";"11";"SN";8;"Ente";"Voegel";"Tiere";1;"ente";"2";"g1";7;101;61;771;0;"";-2;1;1;0;-2,50205026455026;-0,5;313;"1108"
"13";"11";"SN";1;"Adler";"Voegel";"Tiere";1;"adler";"2";"g1";7;103;62;930;0;"";-1;3;2;1;-1,50205026455026;-0,5;313;"1101"
"13";"26";"JN";6;"Garn";"Schneiderei";"Werkzeug";4;"garn";"2";"g1";7;105;62;1439;0;"";-1;5;2;3;0,497949735449736;-0,5;313;"2606"
"13";"11";"SN";3;"Papagei";"Voegel";"Tiere";1;"papagei";"2";"g1";7;106;63;748;0;"";0;6;3;3;0,497949735449736;-0,5;313;"1103"
"13";"11";"SN";2;"Kolibri";"Voegel";"Tiere";1;"kolibri";"2";"g1";7;107;64;933;0;"";1;7;4;3;0,497949735449736;-0,5;313;"1102"
"13";"26";"JN";9;"Stricknadel";"Schneiderei";"Werkzeug";4;"stricknadel";"2";"g1";7;108;63;1478;0;"";0;8;3;5;2,49794973544974;-0,5;313;"2609"
"13";"26";"JN";4;"Naehmaschine";"Schneiderei";"Werkzeug";4;"naehmaschine";"2";"g1";7;109;64;1294;0;"";1;9;4;5;2,49794973544974;-0,5;313;"2604"
"13";"26";"JN";7;"Sicherheitsnadel";"Schneiderei";"Werkzeug";4;"sicherheitsnadel";"2";"g1";7;110;65;1092;0;"";2;10;5;5;2,49794973544974;-0,5;313;"2607"
"13";"11";"SN";10;"Pinguin";"Voegel";"Tiere";1;"pinguin";"2";"g1";7;110;65;1014;0;"";2;10;5;5;2,49794973544974;-0,5;313;"1110"
"13";"24";"SN";7;"Schubkarre";"Bauernhof";"Werkzeug";4;"schubkarre";"3";"g1";7;101;61;741;0;"";-2;1;1;0;-2,50205026455026;0,5;313;"2407"
"13";"24";"SN";3;"Heugabel";"Bauernhof";"Werkzeug";4;"heugabel";"3";"g1";7;102;62;731;0;"";-1;2;2;0;-2,50205026455026;0,5;313;"2403"
"13";"14";"JN";1;"Hai";"Fische";"Tiere";1;"hai";"3";"g1";7;101;61;1071;0;"";-2;1;1;0;-2,50205026455026;0,5;313;"1401"
"13";"14";"JN";5;"Goldfisch";"Fische";"Tiere";1;"goldfisch";"3";"g1";7;103;62;936;0;"";-1;3;2;1;-1,50205026455026;0,5;313;"1405"
"13";"24";"SN";4;"Sense";"Bauernhof";"Werkzeug";4;"sense";"3";"g1";7;106;63;1088;0;"";0;6;3;3;0,497949735449736;0,5;313;"2404"
"13";"14";"JN";9;"Delfin";"Fische";"Tiere";1;"delfin";"3";"g1";7;107;64;1047;0;"";1;7;4;3;0,497949735449736;0,5;313;"1409"
"13";"24";"SN";10;"Saege";"Bauernhof";"Werkzeug";4;"saege";"3";"g1";7;109;64;786;0;"";1;9;4;5;2,49794973544974;0,5;313;"2410"
"13";"24";"SN";5;"Axt";"Bauernhof";"Werkzeug";4;"axt";"3";"g1";7;110;65;751;0;"";2;10;5;5;2,49794973544974;0,5;313;"2405"
"13";"14";"JN";10;"Wal";"Fische";"Tiere";1;"wal";"3";"g1";7;110;65;1255;0;"";2;10;5;5;2,49794973544974;0,5;313;"1410"
"13";"37";"JN";6;"Radfahren";"Sportarten";"MiscI";7;"radfahren";"3";"g1";7;101;61;881;0;"";-2;1;1;0;-2,50205026455026;0,5;313;"3706"
"13";"22";"SN";2;"Eis";"Suessigkeiten";"Lebensmittel";3;"eis";"3";"g1";7;101;61;842;0;"";-2;1;1;0;-2,50205026455026;0,5;313;"2202"
"13";"37";"JN";8;"Hockey";"Sportarten";"MiscI";7;"hockey";"3";"g1";7;103;62;962;0;"";-1;3;2;1;-1,50205026455026;0,5;313;"3708"
"13";"37";"JN";4;"Boxen";"Sportarten";"MiscI";7;"boxen";"3";"g1";7;104;63;808;0;"";0;4;3;1;-1,50205026455026;0,5;313;"3704"
"13";"22";"SN";3;"Muffin";"Suessigkeiten";"Lebensmittel";3;"muffin";"3";"g1";7;103;62;806;0;"";-1;3;2;1;-1,50205026455026;0,5;313;"2203"
"13";"37";"JN";9;"Golfen";"Sportarten";"MiscI";7;"golfen";"3";"g1";7;106;64;836;0;"";1;6;4;2;-0,502050264550264;0,5;313;"3709"
"13";"22";"SN";8;"Gummibaerchen";"Suessigkeiten";"Lebensmittel";3;"gummibaerchen";"3";"g1";7;106;63;721;0;"";0;6;3;3;0,497949735449736;0,5;313;"2208"
"13";"22";"SN";7;"Schokolade";"Suessigkeiten";"Lebensmittel";3;"schokolade";"3";"g1";7;107;64;828;0;"";1;7;4;3;0,497949735449736;0,5;313;"2207"
"13";"37";"JN";10;"Volleyball";"Sportarten";"MiscI";7;"volleyball";"3";"g1";7;110;65;1111;0;"";2;10;5;5;2,49794973544974;0,5;313;"3710"
"13";"22";"SN";6;"Zuckerwatte";"Suessigkeiten";"Lebensmittel";3;"zuckerwatte";"3";"g1";7;110;65;918;0;"";2;10;5;5;2,49794973544974;0,5;313;"2206"
"13";"12";"SN";10;"Lama";"Huftiere";"Tiere";1;"lama";"3";"g1";7;101;61;808;0;"";-2;1;1;0;-2,50205026455026;0,5;313;"1210"
"13";"39";"JN";10;"Tempel";"Gebaeude";"MiscII";8;"tempel";"3";"g1";7;101;61;853;0;"";-2;1;1;0;-2,50205026455026;0,5;313;"3910"
"13";"39";"JN";4;"Leuchtturm";"Gebaeude";"MiscII";8;"leuchtturm";"3";"g1";7;105;62;638;0;"";-1;5;2;3;0,497949735449736;0,5;313;"3904"
"13";"12";"SN";2;"Reh";"Huftiere";"Tiere";1;"reh";"3";"g1";7;104;62;1151;0;"";-1;4;2;2;-0,502050264550264;0,5;313;"1202"
"13";"39";"JN";2;"Hochhaus";"Gebaeude";"MiscII";8;"hochhaus";"3";"g1";7;106;63;912;0;"";0;6;3;3;0,497949735449736;0,5;313;"3902"
"13";"12";"SN";1;"Kamel";"Huftiere";"Tiere";1;"kamel";"3";"g1";7;105;63;1050;0;"";0;5;3;2;-0,502050264550264;0,5;313;"1201"
